id,Name,PS Intelligence,PS Strength,PS Speed,PS Durability,PS Power,PS Combat,Overall PS,Gender,Race,Height,Weight,Full Name,First Appearance,Publisher,Alignment,Occupation,Base,Affiliation,Image,Year
278,General Zod,94,100,96,100,100,95,585,Male,Kryptonian,Unknown,Unknown,Dru-zod,Action Comics #845,Dc Comics,😈,-,Formerly Krypton; Formerly The Phantom Zone; Currently Earth,Phantom Zone Criminals; Former Member Of The Kryptonian Defense Council,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/278-general-zod.jpg,
280,Ghost Rider,50,55,25,100,100,60,390,Male,Demon,188 Cm,99 Kg,Johnny Blaze,"Marvel Spotlight #5 (august, 1972)",Marvel Comics,😇,Former Stunt Motorcyclist,"Mobile, Quentin Carnival","Quentin Carnival Formerly Midnight Sons, Legion Of Monsters, The Champions",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/280-ghost-rider.jpg,1972.0
284,Giganta,81,89,23,85,32,42,352,Female,Unknown,62.5 Meters,630 Kg,Doris Zuel,Wonder Woman (volume 1) #9 (1944),Dc Comics,😈,"Criminal, Former Scientist, Professor At Ivy University",Ivy Town,"The Injustice League, Formerly The Society, Villainy, Inc., The Legion Of Doom",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/284-giganta.jpg,1944.0
285,Gladiator,50,100,100,100,77,70,497,Male,Strontian,198 Cm,268 Kg,Kallark,"X-men Vol 1 #107 October, 1977",Marvel Comics,😐,Majestor Of The Shi'ar Empire; Former Praetor Of The Imperial Guard; Possibly Former Herald Of Galactus,"Chandilar, Shi'ar Galaxy; Mobile Throughout The Shi'ar Empire And Surrounding Galaxies.","Galactic Council, Annihilators; Formerly Imperial Guard; Possibly Heralds Of Galactus",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/285-gladiator.jpg,1977.0
286,Goblin Queen,75,10,23,28,65,56,257,Female,Unknown,168 Cm,50 Kg,Madelyne Jennifer Pryor,Uncanny X-men #168,Marvel Comics,😈,-,"Mobile; Formerly Anchorage, Alaska; Reaver Base, Australian Outback, Australia; Empire State Building, New York, New York","Former Ally Of X-men, Partner Of N'astirh",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/286-goblin-queen.jpg,
287,Godzilla,44,100,54,100,100,20,418,-,Kaiju,108.0 Meters,"90,000 Tons",Gojira,Godzilla (1954),Unknown,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/287-godzilla.jpg,1954.0
288,Gog,50,34,47,72,39,56,298,Male,Unknown,Unknown,Unknown,,Incredible Hulk #257 (1981),Dc Comics,😈,-,-,Sinister Six,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/no-portrait.jpg,1981.0
289,Goku,56,100,75,90,100,100,521,Male,Saiyan,175 Cm,62 Kg,Kakarot,Dragon Ball #1,Shueisha,😇,-,-,"Saiyajin, Son Family, Z-fighters",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/289-goku.jpg,
294,Gorilla Grodd,81,53,33,70,100,65,402,Male,Gorilla,198 Cm,270 Kg,Grodd,"Flash #106 (may, 1959)",Dc Comics,😈,-,"Gorilla City, Africa",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/294-gorilla-grodd.jpg,1959.0
296,Gravity,50,32,33,40,69,30,254,Male,Human,178 Cm,79 Kg,Greg Willis,"Gravity #1 (august, 2005)",Marvel Comics,😇,Student,New York City,"Young Allies; Formerly Great Lakes Initiative, Heavy Hitters",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/296-gravity.jpg,2005.0
297,Greedo,38,10,13,15,31,40,147,Male,Rodian,170 Cm,Unknown,Greedo,-,George Lucas,😈,Bounty Hunter,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/297-greedo.jpg,
298,Green Arrow,81,12,35,28,39,90,285,Male,Human,188 Cm,88 Kg,Oliver Queen,More Fun Comics #73 (november 1941),Dc Comics,😇,Professional Crime-fighter; Multi-billionaire,"Star City, California; Formerly Seattle, Washington","Justice League Reserve, Connor Hawke, Mia Dearden, Arsenal, Green Arrows Of The World, Black Canary, Green Lantern Hal Jordan, Shado, Eddie Fyers, Justice League Elite, Seven Soldiers Of Victory, All-star Squadron",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/298-green-arrow.jpg,1941.0
299,Green Goblin,100,48,38,60,48,50,344,Male,Human,180 Cm,83 Kg,Norman Osborn,"Amazing Spider-man #14 (july, 1964)",Marvel Comics,😈,"Professional Criminal, Owner And President Of Osborn Industries","H.a.m.m.e.r. Base; Formerly Avengers Tower, New York City, New York","H.a.m.m.e.r., Leader Of The Dark Avengers; Formerly Thunderbolts, The Cabal; Former Leader Of The Sinister Twelve, Partner Of Mendell Stromm, Crime Master, Employer Of The Enforcers, Hellfire Club",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/299-green-goblin.jpg,1964.0
300,Green Goblin Ii,75,55,37,50,44,26,287,Male,Unknown,178 Cm,77 Kg,Harold Osborn,Amzing Spide-man #31,Marvel Comics,😈,-,Formerly New York City,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/300-green-goblin-ii.jpg,
303,Groot,75,85,33,70,100,64,427,Male,Flora Colossus,701 Cm,4 Tons,Groot,"Tales To Astonish #13 (november, 1960)",Marvel Comics,😇,-,Area 13 (the Howling Commandos' Base),"Guardians Of The Galaxy, Unnamed Kree Covert Ops Team, Formerly Galactic Council, Howling Commandos",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/303-groot.jpg,1960.0
305,Guy Gardner,38,90,53,64,100,64,409,Male,Human-vuldarian,188 Cm,95 Kg,Guy Gardner,Green Lantern Vol 2 #59,Dc Comics,😇,Former High School Gym Teacher; Former Bar Owner; Currently Honor Guard Of The Green Lantern Corps,Formerly New York City; Currently Oa,"Green Lantern Corps, Formerly Justice League Of America",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/305-guy-gardner.jpg,
306,Hal Jordan,69,90,75,80,100,70,484,Male,Human,188 Cm,90 Kg,Hal Jordan,Showcase #22,Dc Comics,😇,"Adventurer, Air Force Test Pilot",-,"Green Lantern Corps, Justice League Of America, Justice League Europe, Frequently Teamed With The Second Flash And The Original Green Arrow",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/306-hal-jordan.jpg,
307,Han Solo,50,10,17,20,43,60,200,Male,Human,183 Cm,79 Kg,Han Solo,Star Wars: Episode Iv - A New Hope (1977),George Lucas,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/307-han-solo.jpg,1977.0
308,Hancock,63,90,67,100,100,50,470,Male,Human,188 Cm,Unknown,John Hancock,-,Sony Pictures,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/308-hancock.jpg,
309,Harley Quinn,88,12,33,65,55,80,333,Female,Human,170 Cm,63 Kg,Harley Quinn,"Batman: Harley Quinn (october, 1999)",Dc Comics,😈,Psychiatrist,Gotham City,"Formerly The Quintets, The Joker, Poison Ivy, Secret Six",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/309-harley-quinn.jpg,1999.0
310,Harry Potter,75,7,21,10,100,50,263,Male,Human,Unknown,Unknown,Harry James Potter,Harry Potter And The Philosopher's Stone,J. K. Rowling,😇,Head Of The Department Of Magical Law Enforcement[,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/310-harry-potter.jpg,
311,Havok,63,10,25,60,71,45,274,Male,Mutant,183 Cm,79 Kg,Alexander Summers,X-men #58,Marvel Comics,😇,"Currently Adventurer, Formerly Graduate Student In Geophysics","Alexandria, Virginia","Uncanny Avengers; Formerly X-men, Starjammers, X-factor Investigations, Six , Brotherhood, X-factor, Dark Descendants, Genoshan Magistrates, Defenders For A Day",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/311-havok.jpg,
312,Hawk,38,38,35,95,43,42,291,Male,Unknown,185 Cm,89 Kg,Henry Hall,"Showcase #75 (june, 1968)",Dc Comics,😇,-,-,"Black Lantern Corps, Teen Titans, Hawk And Dove, Titans West",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/312-hawk.jpg,1968.0
313,Hawkeye,56,12,21,10,29,80,208,Male,Human,191 Cm,104 Kg,Clint Barton,"Tales Of Suspense #57 (september, 1964)",Goliath,😇,Adventurer,-,"Avengers, Thunderbolts, Avengers West Coast, Great Lakes Avengers, Shadows, Chain Gang, Former Partner Of The Black Widow",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/313-hawkeye.jpg,1964.0
314,Hawkeye Ii,50,6,8,10,24,50,148,Female,Human,165 Cm,57 Kg,Katherine Elizabeth Bishop,"Young Avengers #1 (april, 2005)",Marvel Comics,😇,Student; Adventurer; Fugitive,"Bishop Publishing, New York City, New York","Young Avengers, Partner Of Hawkeye (clint Barton); Formerly Secret Avengers",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/314-hawkeye-ii.jpg,2005.0
315,Hawkgirl,50,28,53,99,96,72,398,Female,Unknown,175 Cm,61 Kg,Kendra Saunders,Jsa Secret Files #1 (august 1999),Dc Comics,😇,"Adventurer, Film School Student, Temp Curator Of The Stonechat Museum","St. Roch, Louisiana, Jla Watchtower; Formerly Manhattan, New York (as A Member Of The Jsa)","Justice League Of America, Formerly A Member Of The Jsa, Birds Of Prey",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/315-hawkgirl.jpg,1999.0
320,Heat Wave,38,10,17,45,27,30,167,Male,Human,180 Cm,81 Kg,Mick Rory,"Flash #140 (november, 1963)",Dc Comics,😈,Professional Criminal,Central City,"Rogues; Formerly Secret Society Of Super-villains, Legion Of Doom",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/320-heat-wave.jpg,1963.0
321,Hela,63,100,46,100,100,45,454,Female,Asgardian,213 Cm,225 Kg,,Journey Into Mystery #102,Marvel Comics,😈,"Asgardian Goddess Of Death, Former Ruler Of Hel And Niffleheim",-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/321-hela.jpg,
322,Hellboy,63,53,21,95,73,75,380,Male,Demon,259 Cm,158 Kg,Anung Un Rama,"Dime Press #4 (may 1, 1993)",Dark Horse Comics,😇,-,-,"Abe Sapien, Liz Sherman, Roger The Homunculus, Savage Dragon, The Goon, Batman, Starman, Ghost, Painkiller Jane, Lobster Johnson, Torch Of Liberty",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/322-hellboy.jpg,1993.0
323,Hellcat,63,11,33,45,46,70,268,Female,Human,173 Cm,61 Kg,Patricia Walker,"Avengers #144 (february, 1976)",Marvel Comics,😇,"Housemaker, Model, Adventurer, Supernatural Investigator","San Francisco, Ca Usa","Formerly Alaskan-based Initiative Agent, Lady Liberators, Avengers, Defenders, Legion Of The Unliving",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/323-hellcat.jpg,1976.0
325,Hercules,63,100,46,85,89,100,483,Male,Demi-god,196 Cm,146 Kg,Heracles,-,Marvel Comics,😇,"Adventurer, Olympian God Of Strength And Labor, Later Olympian God Of Heroes","Brooklyn; Formerly Infinite Avengers Mansion, Mount Olympus, Avengers Mansion, Hydrobase","Formerly God Squad, Council Of Godheads, Olympia Corp., Mighty Avengers, Renegades, Secret Avengers, Avengers, Champions Of Los Angeles, Defenders, Heroes For Hire, Damage Control, Olympian Gods, Argonauts, Defenders For A Day",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/325-hercules.jpg,
327,Hit-girl,56,7,29,20,27,65,204,Female,Human,Unknown,Unknown,Mindy Mccready,-,Icon Comics,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/327-hit-girl.jpg,
330,Hope Summers,63,10,12,32,93,75,285,Female,Unknown,168 Cm,48 Kg,Hope Summers,X-men Vol 2 #205 (2008),Marvel Comics,😇,-,-,"X-men, Formerly Cable",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/330-hope-summers.jpg,2008.0
332,Hulk,88,100,63,100,98,85,534,Male,Human / Radiation,244 Cm,630 Kg,Bruce Banner,"Incredible Hulk #1 (may, 1962)",Marvel Comics,😇,"Nuclear Physicist, Agent Of S.h.i.e.l.d.","(banner) Hulkbuster Base, New Mexico, (hulk) Mobile, But Prefers New Mexico","Defenders, Former Leader Of The New Hulkbusters, Member Of The Avengers, Pantheon, Titans Three, The Order, Hulkbusters Of Counter-earth-franklin, Alternate Fantastic Four",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/332-hulk.jpg,1962.0
333,Human Torch,63,11,63,70,87,42,336,Male,Human / Radiation,178 Cm,77 Kg,Johnny Storm,Fantastic Four #1 (1961),Marvel Comics,😇,Adventurer,"Pier Four, New York City",Fantastic Four,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/333-human-torch.jpg,1961.0
334,Huntress,69,10,23,28,34,95,259,Female,Unknown,180 Cm,59 Kg,Helena Rosa Bertinelli,Huntress #1 (april 1989),Batgirl Iii,😇,Vigilante; High School English Teacher,Mobile; Primarily Gotham City And Metropolis,"Batman Family, Birds Of Prey, Formerly Checkmate, Justice League Of America, Outsiders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/334-huntress.jpg,1989.0
335,Husk,63,63,35,78,48,64,351,Female,Mutant,170 Cm,58 Kg,Paige Elisabeth Guthrie,"Rom Annual #3 (november, 1984)",Marvel Comics,😇,"Adventurer; Formerly Student, Activist","Base Of Operations Unknown; Formerly Xavier Institute, Salem Center, Westchester County, New York","X-men, X-corp, Generation X",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/335-husk.jpg,1984.0
336,Hybrid,63,63,58,75,100,80,439,Male,Symbiote,175 Cm,77 Kg,Scott Washington,Venom Along Came A Spider #2 (as Hybrid),Marvel Comics,😇,-,"Bedford-stuyvesant, Brooklyn, New York City, New York","New Warriors, Guardsmen, Nypd",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/336-hybrid.jpg,
337,Hydro-man,38,13,25,80,66,50,272,Male,Unknown,188 Cm,119 Kg,Morris Bench,"Amazing Spider-man #212 (january, 1981)",Marvel Comics,😈,Professional Criminal; Former Crewman Of Cargo Ship,-,"Member Of The Masters Of Evil; Formerly Sinister Syndicate; Frightful Four, Sinister Six, Sinister Twelve",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/337-hydro-man.jpg,1981.0
338,Hyperion,88,100,100,95,87,80,550,Male,Eternal,183 Cm,207 Kg,Mark Milton,Avengers #85,Marvel Comics,😇,"Adventurer; (formerly) Cartoonist, Government Agent",-,"Squadron Supreme, (formerly) Star Masters, Ally Of Exiles",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/338-hyperion.jpg,
339,Iceman,63,32,53,100,100,64,412,Male,Mutant,173 Cm,65 Kg,Bobby Drake,X-men #1,Marvel Comics,😇,"Adventurer, Formerly Teacher, Accountant, Student",-,"X-men (jean Grey School Member, Founding Member); Formerly Murder Circus (brainwashed), Excelsiors (squad Leader), The Twelve, X-factor/x-terminators (founding Member), Chosen (dualers), Secret Defenders, Defenders, Champions (founder And Founding Member)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/339-iceman.jpg,
340,Impulse,50,10,100,60,74,60,354,Male,Human,170 Cm,65 Kg,Bartholomew Allen Ii,"Flash Vol 2 #92 (july, 1994)",Flash Iv,😇,"Adventurer, Student","San Francisco, Formerly Los Angeles, Keystone City, Manchester, Alabama","Flash Family, Teen Titans, Formerly Legion Of Super-heroes, Young Justice",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/340-impulse.jpg,1994.0
341,Indiana Jones,69,10,17,30,19,30,175,Male,Human,183 Cm,79 Kg,Indiana Jones,Raiders Of The Lost Ark (1981),George Lucas,😇,Archaeologist,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/341-indiana-jones.jpg,1981.0
342,Indigo,75,63,50,50,100,50,388,Female,Alien,Unknown,Unknown,Iroque,"Green Lantern Vol 4 #25 (january, 2008)",Dc Comics,😐,Leader Of The Indigo Tribe,-,Indigo Tribe; Formerly The New Guardians,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/342-indigo.jpg,2008.0
343,Ink,38,28,17,40,73,50,246,Male,Mutant,180 Cm,81 Kg,Eric Gitter,"Young X-men #1 (may, 2008)",Marvel Comics,😇,-,-,"Formerly X-men, Young X-men",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/343-ink.jpg,2008.0
344,Invisible Woman,88,10,27,85,93,56,359,Female,Human / Radiation,168 Cm,54 Kg,Susan Storm Richards,Fantastic Four #1,Marvel Comics,😇,"Member Of The Fantastic Four, Financial Manager For Fantastic Four Inc, Occasional Model And Actress","Pier Four, New York City","Fantastic Four, Formerly; Secret Avengers, Avengers, Brides Of Set, Pawns Of Death",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/344-invisible-woman.jpg,
345,Iron Fist,75,55,33,50,95,100,408,Male,Human,180 Cm,79 Kg,Danny Rand,Marvel Premiere #15 (may 1974),Marvel Comics,😇,"Adventurer; Formerly Co-owner Of Rand-meachum, Inc., Bodyguard, Private Investigator, Research Assistant, Warrior",New York,"New Avengers, Heroes For Hire, Inc., Secret Defenders, Defenders, Misty Knight, Luke Cage",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/345-iron-fist.jpg,1974.0
346,Iron Man,100,85,58,85,100,64,492,Male,Human,198 Cm,191 Kg,Tony Stark,"Tales Of Suspence #39 (march, 1963)",Marvel Comics,😇,"Inventor, Industrialist; Former United States Secretary Of Defense","Seattle, Washington","Avengers, Illuminati, Stark Resilient; Formerly S.h.i.e.l.d., Leader Of Stark Enterprises, The Pro-registration Superhero Unit, New Avengers, Mighty Avengers, Hellfire Club, Force Works, Avengers West Coast, United States Department Of Defense.",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/346-iron-man.jpg,1963.0
347,Iron Monger,88,63,25,90,57,56,379,Male,Unknown,Unknown,2 Tons,Obadiah Stane,-,Marvel Comics,😈,Ceo Stane International,-,Stane International,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/347-iron-monger.jpg,
348,Isis,75,48,75,46,50,56,350,Female,Unknown,Unknown,Unknown,Adrianna Tomaz,(as Adrianna) 52 Week Three; (as Isis) 52 Week Twelve,Dc Comics,😇,"Adventurer, Formerly First Lady Of Kahndaq, Former Slave","Shiruta, Kahndaq",Black Marvel Family,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/348-isis.jpg,
350,Jack Of Hearts,63,55,100,30,77,30,355,Male,Human,155 Cm,79 Kg,Jonathan Hart,"Deadly Hands Of Kung Fu #22 (march, 1976)",Marvel Comics,😇,Adventurer,Avengers Mansion,"Avengers, Defenders For A Day",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/350-jack-of-hearts.jpg,1976.0
351,Jack-jack,6,34,67,80,100,6,293,Male,Human,71 Cm,14 Kg,Jack-jack Parr,"The Incredibles (movie, 2004)",Dark Horse Comics,😇,-,-,"Incredible Family (genetic Member), National Supers Agency (ties), Edna Mode (receives Costumes And Gadgets From Her), Frozone (long-time Friend)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/351-jack-jack.jpg,2004.0
352,James Bond,88,13,17,35,25,90,268,Male,Human,183 Cm,Unknown,James Bond,"Casino Royale, 1953 Novel",Titan Books,😇,00 Agent,London,"Secret Intelligence Service, Mi6, C.i.a., Royal Navy",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/352-james-bond.jpg,1953.0
353,James T. Kirk,69,11,17,30,30,75,232,Male,Human,178 Cm,77 Kg,James T. Kirk,Star Trek S01e01: The Man Trap,Star Trek,😇,Captain,-,"Federation, Starfleet",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/353-james-t.-kirk.jpg,
354,Jar Jar Binks,10,6,33,10,21,15,95,Male,Gungan,193 Cm,Unknown,Jar Jar Binks,-,George Lucas,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/354-jar-jar-binks.jpg,
355,Jason Bourne,88,12,29,30,26,100,285,Male,Human,Unknown,Unknown,Jason Bourne,-,Unknown,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/355-jason-bourne.jpg,
356,Jean Grey,94,80,21,20,92,70,377,Female,Mutant,168 Cm,52 Kg,Jean Grey,"X-men #1 (september, 1963)",Phoenix,😇,Adventurer,"Xavier Institute Of Higher Learning, Westchester County, New York","Formerly X-men (founding Member); Clan Rebellion, Muir Island X-men; X-factor/x-terminators (founding Member); Brides Of Set",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/356-jean-grey.jpg,1963.0
357,Jean-luc Picard,75,10,17,30,26,65,223,Male,Human,Unknown,Unknown,Jean-luc Picard,Star Trek: The Next Generation (1987),Star Trek,😇,Commanding Officer Uss Enterprise (ncc-1701-e),-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/357-jean-luc-picard.jpg,1987.0
358,Jennifer Kale,75,10,35,42,74,72,308,Female,Unknown,168 Cm,55 Kg,Jennifer Kale,(adventures Into) Fear#11 (1972),Marvel Comics,😇,"Sorceress, Student",-,"Witches, Legion Of The Night",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/358-jennifer-kale.jpg,1972.0
360,Jessica Cruz,56,90,46,50,100,55,397,Female,Human,Unknown,Unknown,Jessica Cruz,"Green Lantern Vol 5 #20 (july, 2013)",Dc Comics,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/360-jessica-cruz.jpg,2013.0
